Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
191350609,ATTEMPT TO MURDER ,Sec. 307 IPC,Witch Craft (Sorcery),0,01-05-2022
439837587,ATTEMPT TO MURDER ,Sec. 307 IPC,For Human Sacrifice,0,01-05-2022
386426664,ATTEMPT TO MURDER ,Sec. 307 IPC,Terrorism /Naxalism / Extremism,0,01-05-2022
445042944,ATTEMPT TO MURDER ,Sec. 307 IPC,For Political Reasons,3,01-05-2022
224193134,ATTEMPT TO MURDER ,Sec. 307 IPC,Adultery,0,01-05-2022
181501867,ATTEMPT TO MURDER ,Sec. 307 IPC,Electoral Gain,0,01-05-2022
780036558,ATTEMPT TO MURDER ,Sec. 307 IPC,Gang Rivalry,0,01-05-2022
602534113,ATTEMPT TO MURDER ,Sec. 307 IPC,Love Intrigue,1,01-05-2022
492485589,ATTEMPT TO MURDER ,Sec. 307 IPC,Professional,0,01-05-2022
183513338,ATTEMPT TO MURDER ,Sec. 307 IPC,Rape,0,01-05-2022
527878929,ATTEMPT TO MURDER ,Sec. 307 IPC,Revenge/Enemity,18,01-05-2022
145325494,ATTEMPT TO MURDER ,Sec. 307 IPC,Sudden Quarrel,21,01-05-2022
249529960,ATTEMPT TO MURDER ,Sec. 307 IPC,Village Dispute,0,01-05-2022
579225655,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Other Causes,171,01-05-2022
563979592,ATTEMPT TO MURDER ,Sec. 307 IPC,Civil Disputes,40,01-05-2022
789255640,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Others,nan,01-05-2022
279863451,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Gain,0,01-05-2022
583722883,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Over Civil Dispute,1,01-05-2022
786910152,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Personal Vendetta or enemity,0,01-05-2022
200170262,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Sexual jealousy,0,01-05-2022
149106479,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Dowry,0,01-05-2022
762828068,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Communalism,0,01-05-2022
238971245,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Casteism,0,01-05-2022
443562666,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Witch Craft (Sorcery),0,01-05-2022
737943640,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Human Sacrifice,0,01-05-2022
295097626,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Terrorism /Naxalism / Extremism,0,01-05-2022
538887921,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Political Reasons,0,01-05-2022
921001967,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Adultery,0,01-05-2022
738504434,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Property Disputes,0,01-05-2022
410956273,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Electoral Gain,1,01-05-2022
939605123,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Gang Rivalry,0,01-05-2022
104953563,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Love Intrigue,0,01-05-2022
112820182,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Professional,0,01-05-2022
808937782,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Sudden Quarrel,0,01-05-2022
487284970,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Other Causes,8,01-05-2022
252994325,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Others,nan,01-05-2022
132406681,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Gain,0,01-05-2022
906826120,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Over Civil Dispute,0,01-05-2022
780155899,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Personal Vendetta or enemity,0,01-05-2022
416843309,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Sexual jealousy,0,01-05-2022
726126309,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Dowry,0,01-05-2022
139648216,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Communalism,0,01-05-2022
881252963,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Casteism,0,01-05-2022
399856440,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Witch Craft (Sorcery),0,01-05-2022
861372363,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Human Sacrifice,0,01-05-2022
950839521,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Terrorism /Naxalism / Extremism,0,01-05-2022
574740271,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Political Reasons,0,01-05-2022
515220412,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Other Causes,1,01-05-2022
543532070,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Adultery,0,01-05-2022
244536889,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Property Disputes,0,01-05-2022
884882687,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Electoral Gain,0,01-05-2022
204777921,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Gang Rivalry,0,01-05-2022
465731839,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Love Intrigue,0,01-05-2022
356057359,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Professional,0,01-05-2022
938933979,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Sudden Quarrel,1,01-05-2022
248500014,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Others,nan,01-05-2022
680306551,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Custodial Rape,0,01-05-2022
735882317,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Attempt to Commit,1,01-05-2022
211532179,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By a Gang,0,01-05-2022
235916721,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Parents,0,01-05-2022
654882176,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Hospital Staff,0,01-05-2022
528127405,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Husband During Sepearation,0,01-05-2022
958555510,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Neighbours,5,01-05-2022
183231487,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Relatives,6,01-05-2022
806090981,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Jail Custody,0,01-05-2022
382272544,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Remand Home,0,01-05-2022
405773415,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",InCest,0,01-05-2022
883796746,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Known Person,30,01-05-2022
728587356,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Unknown Person,0,01-05-2022
922622675,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Due to Other Causes,3,01-05-2022
249562142,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",On Minor,0,01-05-2022
153817721,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,nan,01-05-2022
184038300,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Boy,48,01-05-2022
510928901,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Girl,208,01-05-2022
937640687,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Children,0,01-05-2022
774056703,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Cildren for Begging,0,01-05-2022
299135308,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Women,0,01-05-2022
844513710,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Girls for Immoral Purpose,0,01-05-2022
439628249,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of  Others,10,01-05-2022
554482518,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For Prostitution,0,01-05-2022
349187699,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - Importring of Girl,0,01-05-2022
151818795,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For other Purpose,2,01-05-2022
346387867,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Espionage,0,01-05-2022
840291002,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Intent to Steal From Child,0,01-05-2022
960325407,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Murder (Homicide),1,01-05-2022
441287660,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Obtain Signature Forcibly,0,01-05-2022
936610998,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Recovering Loan,1,01-05-2022
985713812,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Settling any Disputes,1,01-05-2022
841313182,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Unnatural Lust / Illicit Intercourse,0,01-05-2022
560611036,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Wrongful Confinement,0,01-05-2022
766577178,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Exporting,0,01-05-2022
367346255,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",From Lawful Guardianship,0,01-05-2022
320573228,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Camel Racing Etc.,0,01-05-2022
329620128,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",To Compel For Marriage,2,01-05-2022
353861777,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Slavery,0,01-05-2022
733201987,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Stealing From its Person,0,01-05-2022
391101540,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,66,01-05-2022
723136813,DACOITY ,Sec. 395 to 398 IPC ,Others,nan,01-05-2022
924572015,DACOITY ,Sec. 395 to 398 IPC ,At ATM,0,01-05-2022
992722806,DACOITY ,Sec. 395 to 398 IPC ,At Residential Premises,7,01-05-2022
345059992,DACOITY ,Sec. 395 to 398 IPC ,On Highways,1,01-05-2022
587223955,DACOITY ,Sec. 395 to 398 IPC ,In Trains,0,01-05-2022
592676596,DACOITY ,Sec. 395 to 398 IPC ,At Banks,0,01-05-2022
144134243,DACOITY ,Sec. 395 to 398 IPC ,At Commercial Places / Establishments,0,01-05-2022
342075217,DACOITY ,Sec. 395 to 398 IPC ,On Other Roads,7,01-05-2022
449236615,DACOITY ,Sec. 395 to 398 IPC ,In Other Places,8,01-05-2022
202276105,DACOITY ,Sec. 395 to 398 IPC ,River & Sea,0,01-05-2022
907790988,Preparation And Assembly for Dacoity,,Others,34,01-05-2022
522953386,Robbery ,Sec.392 to 394 IPC,Others,nan,01-05-2022
189201476,Robbery ,Sec.392 to 394 IPC,At ATM,0,01-05-2022
251442159,Robbery ,Sec.392 to 394 IPC,At Residential Premises,10,01-05-2022
240314869,Robbery ,Sec.392 to 394 IPC,On Highways,13,01-05-2022
874489056,Robbery ,Sec.392 to 394 IPC,In Trains,2,01-05-2022
521788114,Robbery ,Sec.392 to 394 IPC,At Banks,0,01-05-2022
937143050,Robbery ,Sec.392 to 394 IPC,At Commercial Places / Establishments,4,01-05-2022
700224532,Robbery ,Sec.392 to 394 IPC,In Other Places,54,01-05-2022
760888692,Robbery ,Sec.392 to 394 IPC,Chain Snatching,59,01-05-2022
489008404,Robbery ,Sec.392 to 394 IPC,Attempt to Commit,5,01-05-2022
906735605,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,01-05-2022
691123147,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,220,01-05-2022
188257458,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,1,01-05-2022
271588475,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,01-05-2022
521581777,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,3,01-05-2022
855513776,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,68,01-05-2022
880388584,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,67,01-05-2022
440439485,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,25,01-05-2022
591575928,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,01-05-2022
888324094,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,75,01-05-2022
803567718,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,0,01-05-2022
223083098,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,01-05-2022
194046282,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,0,01-05-2022
710282107,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,4,01-05-2022
881755737,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,5,01-05-2022
816893741,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,1,01-05-2022
922184119,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Total Burglary (Burglary Day + Burglary Night),469,01-05-2022
493040296,THEFT ,Sec.379 to 389 IPC,Others,nan,01-05-2022
501105430,THEFT ,Sec.379 to 389 IPC,Of sand,0,01-05-2022
138093004,THEFT ,Sec.379 to 389 IPC,Attempt to commit,5,01-05-2022
351397715,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Tractors,6,01-05-2022
135580908,THEFT ,Sec.379 to 389 IPC,At ATM,111,01-05-2022
196104733,THEFT ,Sec.379 to 389 IPC,Communication And Elec. Wire,20,01-05-2022
307057290,THEFT ,Sec.379 to 389 IPC,Of Cattle,38,01-05-2022
309224409,THEFT ,Sec.379 to 389 IPC,Of Cycle,20,01-05-2022
478381063,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Lorries/Trucks,17,01-05-2022
406657178,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Buses,1,01-05-2022
233840712,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Cars / Jeeps,32,01-05-2022
581647136,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Two Wheelers,978,01-05-2022
222715049,THEFT ,Sec.379 to 389 IPC,Of Automobies - of Three Wheelers,19,01-05-2022
239984693,THEFT ,Sec.379 to 389 IPC,Of Accessories of Motor Vehicle,29,01-05-2022
999908807,THEFT ,Sec.379 to 389 IPC,Govt. Vehicle,0,01-05-2022
621877197,THEFT ,Sec.379 to 389 IPC,"Electronic Goods (Radio, TV, VCR, Acs, OfficeAutomation Equipments)",144,01-05-2022
130880507,THEFT ,Sec.379 to 389 IPC,Of Fire Arms,0,01-05-2022
387165022,THEFT ,Sec.379 to 389 IPC,Of Explosives,0,01-05-2022
867961302,THEFT ,Sec.379 to 389 IPC,Of Cultural - Idols,0,01-05-2022
978524904,THEFT ,Sec.379 to 389 IPC,Of Cultural - Painting,0,01-05-2022
624322038,THEFT ,Sec.379 to 389 IPC,Of Cultrual - Others,20,01-05-2022
564596825,THEFT ,Sec.379 to 389 IPC,Cash,43,01-05-2022
485868675,THEFT ,Sec.379 to 389 IPC,Jewellery,98,01-05-2022
354095082,THEFT ,Sec.379 to 389 IPC,Other Items Not Included Above,143,01-05-2022
688558545,THEFT ,Sec.379 to 389 IPC,In Running Train,3,01-05-2022
223767568,THEFT ,Sec.379 to 389 IPC,Extortion,13,01-05-2022
561460528,THEFT ,Sec.379 to 389 IPC,House Theft,107,01-05-2022
797217188,THEFT ,Sec.379 to 389 IPC,Servant Theft,27,01-05-2022
286147487,RIOTS ,Sec.141 to 153 IPC,Others,nan,01-05-2022
983848267,RIOTS ,Sec.141 to 153 IPC,Land Dispute,94,01-05-2022
614444779,RIOTS ,Sec.141 to 153 IPC,Employee - Govt.,0,01-05-2022
329797753,RIOTS ,Sec.141 to 153 IPC,Labour - Private Sector,0,01-05-2022
583480174,RIOTS ,Sec.141 to 153 IPC,Labour - Public Sector,0,01-05-2022
320727834,RIOTS ,Sec.141 to 153 IPC,Linguistic,0,01-05-2022
788831679,RIOTS ,Sec.141 to 153 IPC,Political,1,01-05-2022
318999396,RIOTS ,Sec.141 to 153 IPC,Regional,1,01-05-2022
942682254,RIOTS ,Sec.141 to 153 IPC,Sectarian,0,01-05-2022
484462014,RIOTS ,Sec.141 to 153 IPC,Students,0,01-05-2022
556079363,RIOTS ,Sec.141 to 153 IPC,Tribal,0,01-05-2022
857940724,RIOTS ,Sec.141 to 153 IPC,Due to Village Disputes,4,01-05-2022
962789138,RIOTS ,Sec.141 to 153 IPC,Communal,2,01-05-2022
984596225,RIOTS ,Sec.141 to 153 IPC,Industrial,1,01-05-2022
421740008,RIOTS ,Sec.141 to 153 IPC,Caste,1,01-05-2022
271000776,RIOTS ,Sec.141 to 153 IPC,Agrarian,0,01-05-2022
170049372,RIOTS ,Sec.141 to 153 IPC,Others,250,01-05-2022
685014873,OFFENCES AGAINST STATE ,"Sec. 121 to 130,
except 124(A) IPC",Others,0,01-05-2022
277006150,OFFENCES PROMOTING ENEMITY ,"Sec. 153(A),
154(B) & 505 IPC",Others,5,01-05-2022
438192514,CRIMINAL BREACH OF TRUST,,Others,32,01-05-2022
948578914,CHEATING ,Sec.417 to 420 IPC,Others,487,01-05-2022
957908713,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Others,nan,01-05-2022
627646296,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ","Stock Share, Debentrue Certificate",0,01-05-2022
858344415,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Usage of Counterfeit Stamp,0,01-05-2022
249135317,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Of Coins (Sec 231 to 254 IPC),0,01-05-2022
884544023,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Of Stamps (Sec.255 to 263(A) IPC),0,01-05-2022
301649652,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ","Of Currency Notes And Bank Notes (Sec. 489 (A) to489 (E) IPC)",3,01-05-2022
662979536,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Of Others,1,01-05-2022
792420503,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Others,nan,01-05-2022
584094008,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Forgery,32,01-05-2022
152350374,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Organised (Racket),0,01-05-2022
410593845,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Forgery of Passport,1,01-05-2022
434271763,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Other Forgery,17,01-05-2022
823711538,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Others,nan,01-05-2022
100122148,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Acid Attack (326(a)),1,01-05-2022
258594622,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Attempt to Acid Attack (326(b)),0,01-05-2022
435148328,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Grievous Hurt,89,01-05-2022
328461991,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Simple Hurt,1217,01-05-2022
657357601,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Custodial,0,01-05-2022
425677695,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Others,nan,01-05-2022
517855148,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Attempt to Commit,0,01-05-2022
594887232,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Alcoholic Drink (Liquor),0,01-05-2022
730436145,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Cement & Chemical/Fertiliser,0,01-05-2022
109118252,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Cosmetics,0,01-05-2022
257669162,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Diesel,0,01-05-2022
355745400,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Drug/Medicine,0,01-05-2022
806140997,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Edible Oil,0,01-05-2022
113850731,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Food Grain,0,01-05-2022
244590888,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Kerosene,0,01-05-2022
579770561,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Life Saving Drug,0,01-05-2022
770468385,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Mobile Oil,0,01-05-2022
598860540,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Petrol,0,01-05-2022
684770401,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Petroleum Product,0,01-05-2022
363180016,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Soft Drinks,0,01-05-2022
970741445,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Spices,0,01-05-2022
233162227,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Others,0,01-05-2022
730735199,AFFRAY ,Sec. 160 IPC ,Others,28,01-05-2022
201690891,ARSON ,"Sec. 435, 436, 438 IPC ",Others,nan,01-05-2022
876369658,ARSON ,"Sec. 435, 436, 438 IPC ",Agricultural Produce,1,01-05-2022
295157140,ARSON ,"Sec. 435, 436, 438 IPC ",Attemp to Commit,0,01-05-2022
601822146,ARSON ,"Sec. 435, 436, 438 IPC ",Boat / Ship,0,01-05-2022
840604595,ARSON ,"Sec. 435, 436, 438 IPC ",Dwelling House,2,01-05-2022
895079298,ARSON ,"Sec. 435, 436, 438 IPC ",Educational Institution,1,01-05-2022
420783819,ARSON ,"Sec. 435, 436, 438 IPC ",Govt. Property,0,01-05-2022
149810240,ARSON ,"Sec. 435, 436, 438 IPC ",Industrial Establishment,0,01-05-2022
868919355,ARSON ,"Sec. 435, 436, 438 IPC ",Place of worship,0,01-05-2022
580982583,ARSON ,"Sec. 435, 436, 438 IPC ",Public Place,3,01-05-2022
866283488,ARSON ,"Sec. 435, 436, 438 IPC ",Railway Property,0,01-05-2022
859599783,ARSON ,"Sec. 435, 436, 438 IPC ",Vital Installation,0,01-05-2022
461485645,ARSON ,"Sec. 435, 436, 438 IPC ",Warehouse (Godown),0,01-05-2022
160875832,ARSON ,"Sec. 435, 436, 438 IPC ",Others,11,01-05-2022
894157960,ASSAULT ,"Sec 356, 357 IPC",Others,nan,01-05-2022
855448821,ASSAULT ,"Sec 356, 357 IPC",Attempt To Commit,1,01-05-2022
738739637,ASSAULT ,"Sec 356, 357 IPC",On Contractor,0,01-05-2022
588101911,ASSAULT ,"Sec 356, 357 IPC",On Domestic Servant,0,01-05-2022
298049034,ASSAULT ,"Sec 356, 357 IPC",On Labourer,0,01-05-2022
887040915,ASSAULT ,"Sec 356, 357 IPC",On Man (General),3,01-05-2022
414319029,ASSAULT ,"Sec 356, 357 IPC",On Man (SC),0,01-05-2022
684417773,ASSAULT ,"Sec 356, 357 IPC",On Man (ST),0,01-05-2022
383637208,ASSAULT ,"Sec 356, 357 IPC",On Manager/Executive (Other Than Public Servant),0,01-05-2022
655862086,ASSAULT ,"Sec 356, 357 IPC","On Member of Clergy (Christian, Budhist, Jain,Sikh)",0,01-05-2022
731373801,ASSAULT ,"Sec 356, 357 IPC","Member of Legislative Assembly / Council(MLA/MLC)",0,01-05-2022
808340862,ASSAULT ,"Sec 356, 357 IPC",On Member of Parliament (MP),0,01-05-2022
684911182,ASSAULT ,"Sec 356, 357 IPC",On other Dignitaries /Public Figures,0,01-05-2022
924552280,ASSAULT ,"Sec 356, 357 IPC",On Press,0,01-05-2022
276536952,ASSAULT ,"Sec 356, 357 IPC",On Professional,0,01-05-2022
121566800,ASSAULT ,"Sec 356, 357 IPC",On Public Servant,0,01-05-2022
212024876,ASSAULT ,"Sec 356, 357 IPC",On Student,0,01-05-2022
843652151,ASSAULT ,"Sec 356, 357 IPC",On Teacher,0,01-05-2022
832373688,ASSAULT ,"Sec 356, 357 IPC",On Women (General),0,01-05-2022
379730176,ASSAULT ,"Sec 356, 357 IPC",On Woman (SC),0,01-05-2022
135565294,ASSAULT ,"Sec 356, 357 IPC",On Woman (ST),0,01-05-2022
499851632,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Others,nan,01-05-2022
705372897,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Attempt to Commit,1,01-05-2022
360908216,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Caste Issue,1,01-05-2022
134091750,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Communal Issue,5,01-05-2022
559059798,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Linguistic Issue,0,01-05-2022
408777505,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Political Issue,0,01-05-2022
740255852,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Racial/Ethnic Issue,0,01-05-2022
835632746,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Regional Issue,4,01-05-2022
